Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
China,CHN,1987,Length of paid shared parental leave (calendar days),SH.PAR.LEVE,0
China,CHN,1987,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,0
China,CHN,1987,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0
China,CHN,1987,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0
China,CHN,1987,Length of paid paternity leave (calendar days),SH.PTR.LEVE,0
China,CHN,1987,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,0
China,CHN,1987,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,1.4
China,CHN,1987,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,0.6
China,CHN,1987,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,18.5966
China,CHN,1987,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,15.5664
China,CHN,1987,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,12430166.5
China,CHN,1987,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,13551437.5
China,CHN,1987,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,11543546.5
China,CHN,1987,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,12523431
China,CHN,1987,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,10801892
China,CHN,1987,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,11656407
China,CHN,1987,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,10241305
China,CHN,1987,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,11005942.5
China,CHN,1987,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,10594707.5
China,CHN,1987,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,11349188
China,CHN,1987,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,10793793
China,CHN,1987,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,11536337
China,CHN,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.881359994
China,CHN,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.833199978
China,CHN,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.733410001
China,CHN,1988,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,21.67481041
China,CHN,1988,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,23.14624977
China,CHN,1988,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.35547
China,CHN,1988,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,123.0363998
China,CHN,1988,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,139.4770813
China,CHN,1988,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,40.95291901
China,CHN,1988,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,40.96952
China,CHN,1988,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,40.79578
China,CHN,1988,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,42.50981
China,CHN,1988,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,31.32971001
China,CHN,1988,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,42.79106903
China,CHN,1988,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,28.81336021
China,CHN,1988,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,56.875
China,CHN,1988,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.963
China,CHN,1988,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,128.426
China,CHN,1988,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,198.751
China,CHN,1988,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.094
China,CHN,1988,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.202
China,CHN,1988,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.539
China,CHN,1988,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,75.825602
China,CHN,1988,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,65.954693
China,CHN,1988,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,0
China,CHN,1988,The age at which women and men can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,0
China,CHN,1988,The mandatory retirement age for women and men is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
China,CHN,1988,The age at which women and men can retire with partial pension benefits is the same (1=yes; 0=no),SG.AGE.PAPN.EQ,1
China,CHN,1988,A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,1
China,CHN,1988,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,1
China,CHN,1988,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,1
China,CHN,1988,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,1
China,CHN,1988,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,0
China,CHN,1988,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,0
China,CHN,1988,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1
China,CHN,1988,A woman can be "head of household" in the same way as a man (1=yes; 0=no),SG.HLD.HEAD.EQ,1
China,CHN,1988,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,1
China,CHN,1988,Male and female surviving spouses have equal rights to inherit assets (1=yes; 0=no),SG.IHT.ASST.EQ,1
China,CHN,1988,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),SG.IHT.ASST.PT.EQ,1
China,CHN,1988,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,0
China,CHN,1988,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),SG.LAW.ASST.AR,1
China,CHN,1988,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),SG.LAW.CRDD.GR,0
China,CHN,1988,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,0
China,CHN,1988,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),SG.LAW.NMCN,1
China,CHN,1988,The law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,0
China,CHN,1988,The law is free of legal provisions that require a married woman to obey her husband (1=yes; 0=no),SG.LAW.OBHB.MR.NO,1
China,CHN,1988,There is legislation specifically addressing domestic violence (1=yes; 0=no),SG.LEG.DVAW,0
China,CHN,1988,There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,0
China,CHN,1988,A woman can choose where to live in the same way as a man (1=yes; 0=no),SG.LOC.LIVE.EQ,1
China,CHN,1988,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,1
China,CHN,1988,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,1
China,CHN,1988,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,1
China,CHN,1988,Women and men have equal ownership rights to immovable property (1=yes; 0=no),SG.OWN.PRRT.IM,1
China,CHN,1988,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,0
China,CHN,1988,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,1
China,CHN,1988,Length of paid maternity leave (calendar days),SH.MMR.LEVE,56
China,CHN,1988,Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),SH.MMR.LEVE.AL,0
China,CHN,1988,The government administers 100 percent of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,0
China,CHN,1988,Length of paid shared parental leave (calendar days),SH.PAR.LEVE,0
China,CHN,1988,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,0
China,CHN,1988,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0
China,CHN,1988,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0
China,CHN,1988,Length of paid paternity leave (calendar days),SH.PTR.LEVE,0
China,CHN,1988,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,0
China,CHN,1988,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,1.5
China,CHN,1988,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,0.6
China,CHN,1988,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,18.7751
China,CHN,1988,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,15.7399
China,CHN,1988,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,12453054
China,CHN,1988,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,13653200.5
China,CHN,1988,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,12297535.5
China,CHN,1988,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13411539
China,CHN,1988,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,11496205
China,CHN,1988,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,12463864
China,CHN,1988,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,10767148
China,CHN,1988,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,11615637.5
China,CHN,1988,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,10215059.5
China,CHN,1988,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,10976755.5
China,CHN,1988,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,10572694
China,CHN,1988,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,11325469.5
China,CHN,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.889750004
China,CHN,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.842719972
China,CHN,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.742990017
China,CHN,1989,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,21.11804962
China,CHN,1989,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,22.67433929
China,CHN,1989,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.59413
China,CHN,1989,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,119.3632126
China,CHN,1989,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,133.8467255
China,CHN,1989,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,92.44208
China,CHN,1989,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,99.6142
China,CHN,1989,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,41.52473068
China,CHN,1989,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,92.44208
China,CHN,1989,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,99.6142
China,CHN,1989,"Children out of school, primary, female",SE.PRM.UNER.FE,4133834
China,CHN,1989,"Children out of school, primary, male",SE.PRM.UNER.MA,901903
China,CHN,1989,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,41.22715
China,CHN,1989,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,40.97809
China,CHN,1989,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,43.20153
China,CHN,1989,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,32.39665985
China,CHN,1989,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,43.74721146
China,CHN,1989,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,29.38027
China,CHN,1989,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,59.375
China,CHN,1989,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.448
China,CHN,1989,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,125.05
China,CHN,1989,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,194.483
China,CHN,1989,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.331
China,CHN,1989,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.478
China,CHN,1989,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.52
China,CHN,1989,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,76.2781
China,CHN,1989,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,66.524251
China,CHN,1989,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,0
China,CHN,1989,The age at which women and men can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,0
China,CHN,1989,The mandatory retirement age for women and men is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
China,CHN,1989,The age at which women and men can retire with partial pension benefits is the same (1=yes; 0=no),SG.AGE.PAPN.EQ,1
China,CHN,1989,A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,1
China,CHN,1989,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,1
China,CHN,1989,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,1
China,CHN,1989,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,1
China,CHN,1989,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,1
China,CHN,1989,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,0
China,CHN,1989,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1
China,CHN,1989,A woman can be "head of household" in the same way as a man (1=yes; 0=no),SG.HLD.HEAD.EQ,1
China,CHN,1989,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,1
China,CHN,1989,Male and female surviving spouses have equal rights to inherit assets (1=yes; 0=no),SG.IHT.ASST.EQ,1
China,CHN,1989,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),SG.IHT.ASST.PT.EQ,1
China,CHN,1989,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,0
China,CHN,1989,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),SG.LAW.ASST.AR,1
China,CHN,1989,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),SG.LAW.CRDD.GR,0
China,CHN,1989,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,0
China,CHN,1989,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),SG.LAW.NMCN,1
China,CHN,1989,The law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,0
China,CHN,1989,The law is free of legal provisions that require a married woman to obey her husband (1=yes; 0=no),SG.LAW.OBHB.MR.NO,1
China,CHN,1989,There is legislation specifically addressing domestic violence (1=yes; 0=no),SG.LEG.DVAW,0
China,CHN,1989,There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,0
China,CHN,1989,A woman can choose where to live in the same way as a man (1=yes; 0=no),SG.LOC.LIVE.EQ,1
China,CHN,1989,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,1
China,CHN,1989,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,1
China,CHN,1989,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,1
China,CHN,1989,Women and men have equal ownership rights to immovable property (1=yes; 0=no),SG.OWN.PRRT.IM,1
China,CHN,1989,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,0
China,CHN,1989,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,1
China,CHN,1989,Length of paid maternity leave (calendar days),SH.MMR.LEVE,90
China,CHN,1989,Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),SH.MMR.LEVE.AL,0
China,CHN,1989,The government administers 100 percent of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,0
China,CHN,1989,Length of paid shared parental leave (calendar days),SH.PAR.LEVE,0
China,CHN,1989,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,0
China,CHN,1989,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0
China,CHN,1989,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0
China,CHN,1989,Length of paid paternity leave (calendar days),SH.PTR.LEVE,0
China,CHN,1989,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,0
China,CHN,1989,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,1.6
China,CHN,1989,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,0.7
China,CHN,1989,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,18.9048
China,CHN,1989,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,15.8958
China,CHN,1989,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,12311167
China,CHN,1989,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,13581533
China,CHN,1989,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,12318264
China,CHN,1989,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,13510387
China,CHN,1989,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,12245586.5
China,CHN,1989,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,13346259
China,CHN,1989,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,11458105
China,CHN,1989,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,12419200.5
China,CHN,1989,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,10738746
China,CHN,1989,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,11584036.5
China,CHN,1989,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,10193213
China,CHN,1989,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,10953169.5
China,CHN,1990,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,91.45469666
China,CHN,1990,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.943059981
China,CHN,1990,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,96.97692871
China,CHN,1990,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,68.07208252
China,CHN,1990,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,87.02497864
China,CHN,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.899909973
China,CHN,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.848609984
China,CHN,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.736810029
China,CHN,1990,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,20.06034088
China,CHN,1990,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,21.72172928
China,CHN,1990,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.88131
China,CHN,1990,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,113.5812683
China,CHN,1990,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,125.7057114
China,CHN,1990,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,42.57188034
China,CHN,1990,"Children out of school, primary, female",SE.PRM.UNER.FE,5706405
China,CHN,1990,"Children out of school, primary, male",SE.PRM.UNER.MA,3036143
China,CHN,1990,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,36.40000153
China,CHN,1990,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,2
China,CHN,1990,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,40.98847
China,CHN,1990,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,41.44203
China,CHN,1990,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,37.68776
China,CHN,1990,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,32.95038986
China,CHN,1990,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,44.90140915
China,CHN,1990,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,30.37054062
China,CHN,1990,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,59.375
China,CHN,1990,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,24.7
China,CHN,1990,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,94
China,CHN,1990,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,12.1
China,CHN,1990,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,13.1
China,CHN,1990,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.986
China,CHN,1990,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,123.608
China,CHN,1990,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,191.003
China,CHN,1990,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.424
China,CHN,1990,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.714
China,CHN,1990,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.514
China,CHN,1990,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,76.481811
China,CHN,1990,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,66.984006
China,CHN,1990,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,0
China,CHN,1990,The age at which women and men can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,0
China,CHN,1990,The mandatory retirement age for women and men is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1
China,CHN,1990,The age at which women and men can retire with partial pension benefits is the same (1=yes; 0=no),SG.AGE.PAPN.EQ,1
China,CHN,1990,A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,1
China,CHN,1990,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,1
China,CHN,1990,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,1
China,CHN,1990,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,1
China,CHN,1990,Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,1
China,CHN,1990,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,0
China,CHN,1990,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,1
China,CHN,1990,A woman can be "head of household" in the same way as a man (1=yes; 0=no),SG.HLD.HEAD.EQ,1
China,CHN,1990,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,1
China,CHN,1990,Male and female surviving spouses have equal rights to inherit assets (1=yes; 0=no),SG.IHT.ASST.EQ,1
China,CHN,1990,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),SG.IHT.ASST.PT.EQ,1
China,CHN,1990,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,0
China,CHN,1990,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),SG.LAW.ASST.AR,1
China,CHN,1990,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),SG.LAW.CRDD.GR,0
China,CHN,1990,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,0
China,CHN,1990,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),SG.LAW.NMCN,1
China,CHN,1990,The law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,0
China,CHN,1990,The law is free of legal provisions that require a married woman to obey her husband (1=yes; 0=no),SG.LAW.OBHB.MR.NO,1
China,CHN,1990,There is legislation specifically addressing domestic violence (1=yes; 0=no),SG.LEG.DVAW,0
China,CHN,1990,There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,0
China,CHN,1990,A woman can choose where to live in the same way as a man (1=yes; 0=no),SG.LOC.LIVE.EQ,1
China,CHN,1990,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,1
China,CHN,1990,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,1
China,CHN,1990,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,1
China,CHN,1990,Women and men have equal ownership rights to immovable property (1=yes; 0=no),SG.OWN.PRRT.IM,1
China,CHN,1990,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),SG.PEN.SXHR.EM,0
China,CHN,1990,Female migrants (% of international migrant stock),SG.POP.MIGR.FE.ZS,48.9973722
China,CHN,1990,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,1
China,CHN,1990,Length of paid maternity leave (calendar days),SH.MMR.LEVE,90
China,CHN,1990,Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),SH.MMR.LEVE.AL,0
China,CHN,1990,The government administers 100 percent of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,0
China,CHN,1990,Length of paid shared parental leave (calendar days),SH.PAR.LEVE,0
China,CHN,1990,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,0
China,CHN,1990,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0
China,CHN,1990,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0
China,CHN,1990,Length of paid paternity leave (calendar days),SH.PTR.LEVE,0
China,CHN,1990,Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,0
China,CHN,1990,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,1.7
China,CHN,1990,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,0.8
China,CHN,1990,"Life expectancy at age 60, female (years)",SP.DYN.LE60.FE.IN,18.9055
China,CHN,1990,"Life expectancy at age 60, male (years)",SP.DYN.LE60.MA.IN,16.0109
China,CHN,1990,"Age at first marriage, female",SP.DYN.SMAM.FE,22.1
China,CHN,1990,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,35.7651131
China,CHN,1990,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,37.79252104
China,CHN,1990,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,12.63895098
China,CHN,1990,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,13.80341488
